Föremålsbenämning,Föremålsnr.,Förvärvsnr.,Andra nummer,Material,Plats,Fornlämning,Socken,Landskap,Land,Kontexttyp,Kontextnr.,Museum,Unique Name,Catalog Link,Kategori,Storlek,Antal,Datering,Tidsperiod,Föremålsnummer,Förvärvsnummer,Omnämns i katalog,Förvärvsdatum,Fyndplats,Arkeologisk kontext,Förvärvsmetod,Kontextnamn,Historisk plats,Undersökare,Undersökningsår,latitude,longitude,historisk_plats_latitude,historisk_plats_longitude,Föremålsbenämning_translated,Föremålsnr._translated,Andra nummer_translated,Material_translated,Plats_translated,Fornlämning_translated,Socken_translated,Landskap_translated,Land_translated,Kontexttyp_translated,Kontextnr._translated,Kategori_translated,Storlek_translated,Datering_translated,Tidsperiod_translated,Föremålsnummer_translated,Omnämns i katalog_translated,Fyndplats_translated,Arkeologisk kontext_translated,Förvärvsmetod_translated,Kontextnamn_translated,Historisk plats_translated,Undersökare_translated,Undersökningsår_translated,Era Start Year,Era End Year,Width,Length,Thickness,Diameter,Weight,year_uncovered
Våggaffel,986742_HST,35000.0,Fyndnummer: 25448,Ben/Horn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,1124,Historiska museet,Våggaffel - 214,https://samlingar.shm.se/object/30163726-8936-474B-AEC5-B115168BC6AD,Handel och värdemätare  Hantverk och redskap  Arkeologisk samling,Längd 38 mm,1.0,800 – 1100,Vikingatid,986742_HST,35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 1124",KML,R001124,"Birka, Adelsö socken","Ambrosiani, Björn",1990-07-25,,,,,Wave fork,986742_HST,Funny number: 25448,Ben/Horn,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,1124,Trade and valuers Crafts and implements Archaeological collection,Length 38 mm,800 – 1100,Viking age,986742_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 1124",KML,R001124,"Birka, Adelsö parish","Ambrosiani, Björn",1990-07-25,800,1100,,38.0,,,,1990.0
Föremål,984806_HST,35000.0,Fyndnummer: 88901,Järn,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,2740,Historiska museet,Föremål - 215,https://samlingar.shm.se/object/203D979F-5894-4432-98E8-E3C26FEE819F,Handel och värdemätare  Hantverk och redskap  Arkeologisk samling,Vikt 1 g,1.0,800 – 1100,Vikingatid,984806_HST,35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 2740",KML,R002740,"Birka, Adelsö socken","Ambrosiani, Björn",1991-08-05,,,,,Subject,984806_HST,Funny number: 88901,Iron,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,2740,Trade and valuers Crafts and implements Archaeological collection,Weight 1 g,800 – 1100,Viking age,984806_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 2740",KML,R002740,"Birka, Adelsö parish","Ambrosiani, Björn",1991-08-05,800,1100,,,,,1.0,1991.0
Våg,985844_HST,35000.0,Fyndnummer: 42908,Cu-legering,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,2263,Historiska museet,Våg - 216,https://samlingar.shm.se/object/C0B8A29D-F3AE-4DB5-84BC-4C935E96D005,Handel och värdemätare  Arkeologisk samling,Vikt 7 g  Längd 48 mm,1.0,800 – 1100,Vikingatid,985844_HST,35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 2263",KML,R002263,"Birka, Adelsö socken","Ambrosiani, Björn",1992-06-12,,,,,Wave,985844_HST,Funny number: 42908,Cu-legering,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,2263,Trade and valuers Archaeological collection,Weight 7 g Length 48 mm,800 – 1100,Viking age,985844_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 2263",KML,R002263,"Birka, Adelsö parish","Ambrosiani, Björn",1992-06-12,800,1100,,48.0,,,7.0,1992.0
Våg,985993_HST,35000.0,Fyndnummer: 43073,Cu-legering,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,3145,Historiska museet,Våg - 217,https://samlingar.shm.se/object/DEBF30B0-ADC7-4621-AAB4-0995E3420864,Handel och värdemätare  Arkeologisk samling,Vikt 8 g,1.0,800 – 1100,Vikingatid,985993_HST,35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 3145",KML,R003145,"Birka, Adelsö socken","Ambrosiani, Björn",1992-08-17,,,,,Wave,985993_HST,Funny number: 43073,Cu-legering,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,3145,Trade and valuers Archaeological collection,Weight 8 g,800 – 1100,Viking age,985993_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 3145",KML,R003145,"Birka, Adelsö parish","Ambrosiani, Björn",1992-08-17,800,1100,,,,,8.0,1992.0
sfärisk vikt/kulformig vikt,984812_HST,35000.0,Fyndnummer: 88908,"Järn, Brons","Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,2740,Historiska museet,sfärisk vikt/kulformig vikt - 218,https://samlingar.shm.se/object/AD5FDC85-47DB-4C2B-9A16-0A88DC2CBAE5,Handel och värdemätare  Arkeologisk samling,Vikt 13.5 g,1.0,800 – 1100,Vikingatid,984812_HST,35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 2740",KML,R002740,"Birka, Adelsö socken","Ambrosiani, Björn",1991-08-05,,,,,spherical weight/spherical weight,984812_HST,Funny number: 88908,"Iron, Bronze","Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,2740,Trade and valuers Archaeological collection,Weight 13.5 g,800 – 1100,Viking age,984812_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 2740",KML,R002740,"Birka, Adelsö parish","Ambrosiani, Björn",1991-08-05,800,1100,,,,,13.5,1991.0
sfärisk vikt/kulformig vikt,984813_HST,35000.0,Fyndnummer: 88909,"Järn, Brons","Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,2740,Historiska museet,sfärisk vikt/kulformig vikt - 219,https://samlingar.shm.se/object/C94F8858-6B5E-425B-BA6B-A09431DDA51C,Handel och värdemätare  Arkeologisk samling,Vikt 1.41 g,1.0,800 – 1100,Vikingatid,984813_HST,35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 2740",KML,R002740,"Birka, Adelsö socken","Ambrosiani, Björn",1991-08-05,,,,,spherical weight/spherical weight,984813_HST,Funny number: 88909,"Iron, Bronze","Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,2740,Trade and valuers Archaeological collection,Weight 1.41 g,800 – 1100,Viking age,984813_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 2740",KML,R002740,"Birka, Adelsö parish","Ambrosiani, Björn",1991-08-05,800,1100,,,,,1.41,1991.0
odefinierbar vikt,984814_HST,35000.0,Fyndnummer: 88910,Cu-legering,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,2740,Historiska museet,odefinierbar vikt - 220,https://samlingar.shm.se/object/13A4F352-1E02-48A0-8423-DC9E045A4160,Handel och värdemätare  Arkeologisk samling,Vikt 1.86 g,1.0,800 – 1100,Vikingatid,984814_HST,35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 2740",KML,R002740,"Birka, Adelsö socken","Ambrosiani, Björn",1991-08-05,,,,,undefinable weight,984814_HST,Funny number: 88910,Cu-legering,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,2740,Trade and valuers Archaeological collection,Weight 1.86 g,800 – 1100,Viking age,984814_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 2740",KML,R002740,"Birka, Adelsö parish","Ambrosiani, Björn",1991-08-05,800,1100,,,,,1.86,1991.0
Halsring,985700_HST,35000.0,Fyndnummer: 42737,Silver,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,2532,Historiska museet,Halsring - 221,https://samlingar.shm.se/object/E2AE6DE0-5646-4A6F-B288-CE5BAB5B6995,Dräkt och personlig utrustning  Handel och värdemätare  Arkeologisk samling,Vikt 17.33 g  Längd 45 mm  Tjocklek 8 mm,1.0,800 – 1100,Vikingatid,985700_HST,35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 2532",KML,R002532,"Birka, Adelsö socken","Ambrosiani, Björn",1992-06-24,,,,,Necklace,985700_HST,Funny number: 42737,Silver,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,2532,Costume and Personal Equipment Trade and Value Gauges Archaeological Collection,Weight 17.33 g Length 45 mm Thickness 8 mm,800 – 1100,Viking age,985700_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 2532",KML,R002532,"Birka, Adelsö parish","Ambrosiani, Björn",1992-06-24,800,1100,,45.0,8.0,,17.33,1992.0
sfärisk vikt/kulformig vikt,984807_HST,35000.0,Fyndnummer: 88902,"Järn, Brons","Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,2740,Historiska museet,sfärisk vikt/kulformig vikt - 222,https://samlingar.shm.se/object/3117ABE6-402A-4507-B334-505AACE47DD4,Handel och värdemätare  Arkeologisk samling,Vikt 29.03 g,1.0,800 – 1100,Vikingatid,984807_HST,35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 2740",KML,R002740,"Birka, Adelsö socken","Ambrosiani, Björn",1991-08-05,,,,,spherical weight/spherical weight,984807_HST,Funny number: 88902,"Iron, Bronze","Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,2740,Trade and valuers Archaeological collection,Weight 29.03 g,800 – 1100,Viking age,984807_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 2740",KML,R002740,"Birka, Adelsö parish","Ambrosiani, Björn",1991-08-05,800,1100,,,,,29.03,1991.0
Vikt,984816_HST,35000.0,Fyndnummer: 88912,Bly,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,2740,Historiska museet,Vikt - 223,https://samlingar.shm.se/object/A90A2C35-7F7B-4EB3-B8AA-3FE2B729C47D,Handel och värdemätare  Arkeologisk samling,Vikt 1.97 g,1.0,800 – 1100,Vikingatid,984816_HST,35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 2740",KML,R002740,"Birka, Adelsö socken","Ambrosiani, Björn",1991-08-05,,,,,Weight,984816_HST,Funny number: 88912,Stay,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,2740,Trade and valuers Archaeological collection,Weight 1.97 g,800 – 1100,Viking age,984816_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 2740",KML,R002740,"Birka, Adelsö parish","Ambrosiani, Björn",1991-08-05,800,1100,,,,,1.97,1991.0
Våg,984944_HST,35000.0,Fyndnummer: 40702,Cu-legering,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,2501,Historiska museet,Våg - 224,https://samlingar.shm.se/object/1061D400-2A05-4BEF-B835-84A6680F6AA6,Handel och värdemätare  Arkeologisk samling,Vikt 1 g,1.0,800 – 1100,Vikingatid,984944_HST,35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 2501",KML,R002501,"Birka, Adelsö socken","Ambrosiani, Björn",1992-06-18,,,,,Wave,984944_HST,Funny number: 40702,Cu-legering,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,2501,Trade and valuers Archaeological collection,Weight 1 g,800 – 1100,Viking age,984944_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R unit, Ruta: 2501",KML,R002501,"Birka, Adelsö parish","Ambrosiani, Björn",1992-06-18,800,1100,,,,,1.0,1992.0
polyedrisk vikt/kubooktrisk vikt,983482_HST,35000.0,Fyndnummer: 77256,Cu-legering,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,5345,Historiska museet,polyedrisk vikt/kubooktrisk vikt - 225,https://samlingar.shm.se/object/0C7E9D07-F1FC-473D-9DD2-6D1804B5DBCB,Handel och värdemätare  Arkeologisk samling,Vikt 4.09 g  Diameter 10 mm,1.0,800 – 1100,Vikingatid,983482_HST,35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 5345",KML,R005345,"Birka, Adelsö socken","Ambrosiani, Björn",1994-07-01,,,,,polyhedral weight/cubotric weight,983482_HST,Funny number: 77256,Cu-legering,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,5345,Trade and valuers Archaeological collection,Weight 4.09 g Diameter 10 mm,800 – 1100,Viking age,983482_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 5345",KML,R005345,"Birka, Adelsö parish","Ambrosiani, Björn",1994-07-01,800,1100,,,,10.0,4.09,1994.0
Våg,974189_HST,35000.0,Fyndnummer: 90914,Brons,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,1012,Historiska museet,Våg - 226,https://samlingar.shm.se/object/19B4546F-1976-44D8-85BF-1DE0F22FC2A2,Handel och värdemätare  Arkeologisk samling,Vikt 1 g,1.0,800 – 1100,Vikingatid,974189_HST,35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 1012",KML,R001012,"Birka, Adelsö socken","Ambrosiani, Björn",1990-05-30,,,,,Wave,974189_HST,Funny number: 90914,Bronze,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,1012,Trade and valuers Archaeological collection,Weight 1 g,800 – 1100,Viking age,974189_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 1012",KML,R001012,"Birka, Adelsö parish","Ambrosiani, Björn",1990-05-30,800,1100,,,,,1.0,1990.0
Våg,974693_HST,35000.0,Fyndnummer: 29764,Cu-legering,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,1175,Historiska museet,Våg - 227,https://samlingar.shm.se/object/D2E438E3-13CD-4A69-AB90-34F1537223AD,Handel och värdemätare  Arkeologisk samling,Vikt 1 g  Längd 26 mm  Bredd 6 mm  Tjocklek 2 mm,1.0,800 – 1100,Vikingatid,974693_HST,35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 1175",KML,R001175,"Birka, Adelsö socken","Ambrosiani, Björn",1990-09-13,,,,,Wave,974693_HST,Funny number: 29764,Cu-legering,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,1175,Trade and valuers Archaeological collection,Weight 1 g Length 26 mm Width 6 mm Thickness 2 mm,800 – 1100,Viking age,974693_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 1175",KML,R001175,"Birka, Adelsö parish","Ambrosiani, Björn",1990-09-13,800,1100,6.0,26.0,2.0,,1.0,1990.0
klippsilver,975158_HST,35000.0,Fyndnummer: 23348,Silver,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,1014,Historiska museet,klippsilver - 228,https://samlingar.shm.se/object/F065A048-4F39-4BA7-A738-38576EC02560,Handel och värdemätare  Hantverk och redskap  Arkeologisk samling,Vikt 0.36 g  Längd 8 mm  Bredd 700 mm  Tjocklek 100 mm,1.0,800 – 1100,Vikingatid,975158_HST,35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 1014",KML,R001014,"Birka, Adelsö socken","Ambrosiani, Björn",1990-05-23,,,,,rock silver,975158_HST,Funny number: 23348,Silver,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,1014,Trade and valuers Crafts and implements Archaeological collection,Weight 0.36 g Length 8 mm Width 700 mm Thickness 100 mm,800 – 1100,Viking age,975158_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 1014",KML,R001014,"Birka, Adelsö parish","Ambrosiani, Björn",1990-05-23,800,1100,700.0,8.0,100.0,,0.36,1990.0
Våg,974188_HST,35000.0,Fyndnummer: 90913,Metall,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,1028,Historiska museet,Våg - 229,https://samlingar.shm.se/object/5EE7B814-94B7-4CA8-8B0B-926C37A370E0,Handel och värdemätare  Arkeologisk samling,Vikt 1 g,1.0,800 – 1100,Vikingatid,974188_HST,35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 1028",KML,R001028,"Birka, Adelsö socken","Ambrosiani, Björn",1990-05-21,,,,,Wave,974188_HST,Funny number: 90913,Metal,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,1028,Trade and valuers Archaeological collection,Weight 1 g,800 – 1100,Viking age,974188_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 1028",KML,R001028,"Birka, Adelsö parish","Ambrosiani, Björn",1990-05-21,800,1100,,,,,1.0,1990.0
polyedrisk vikt/kubformad vikt,975572_HST,35000.0,Fyndnummer: 26265,Bly,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,1109,Historiska museet,polyedrisk vikt/kubformad vikt - 230,https://samlingar.shm.se/object/A63951D7-BC3D-438D-8EE3-C9C84BB2E8D7,Handel och värdemätare  Arkeologisk samling,Vikt 8.8 g  Längd 11 mm  Bredd 10 mm  Tjocklek 8 mm,1.0,800 – 1100,Vikingatid,975572_HST,35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 1109",KML,R001109,"Birka, Adelsö socken","Ambrosiani, Björn",1990-07-04,,,,,polyhedral weight/cubic weight,975572_HST,Funny number: 26265,Stay,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,1109,Trade and valuers Archaeological collection,Weight 8.8 g Length 11 mm Width 10 mm Thickness 8 mm,800 – 1100,Viking age,975572_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 1109",KML,R001109,"Birka, Adelsö parish","Ambrosiani, Björn",1990-07-04,800,1100,10.0,11.0,8.0,,8.8,1990.0
Smycke,976212_HST,35000.0,Fyndnummer: 30854,Silver,"Björkö, Svarta jorden",L2017:1568,Adelsö socken,Uppland,Sverige,R-enhet,1232,Historiska museet,Smycke - 231,https://samlingar.shm.se/object/959D37A5-2B85-4962-A30F-0B447415A0D0,Handel och värdemätare  Dräkt och personlig utrustning  Arkeologisk samling,Vikt 1.1 g  Längd 11 mm  Tjocklek 4 mm,1.0,800 – 1100,Vikingatid,976212_HST,35000.0,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,2011.0,"Plats: Björkö, Svarta jorden, Fornlämning: L2017:1568, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","R-enhet, Ruta: 1232",KML,R001232,"Birka, Adelsö socken","Ambrosiani, Björn",1991-05-28,,,,,Jewelry,976212_HST,Funny number: 30854,Silver,"Björkö, Black Earth",L2017:1568,Adelsö parish,Hinterland,Sweden,Purity,1232,Trade and valuers Clothing and personal equipment Archaeological collection,Weight 1.1 g Length 11 mm Thickness 4 mm,800 – 1100,Viking age,976212_HST,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=35000,"Place: Björkö, Svarta jorden, Ancient site: L2017:1568, Parish: Adelsö parish, Municipality: Ekerö municipality, Landscape: Uppland, Country: Sweden","R Unit, Box: 1232",KML,R001232,"Birka, Adelsö parish","Ambrosiani, Björn",1991-05-28,800,1100,,11.0,4.0,,1.1,1991.0
